类型,RemakeText,RemakeSpeaker,RemakeChar,RemakeScene,RemakeFunc,RemakeBlock,RemakeFuncType,Remake前驱,Remake后继,MatchType,MyVoiceId,MyCandidates,GtVoiceId,GtText,GtScene,GtFunc,GtBlock,Gt前驱,Gt后继
少匹配,なんと……,14,,mp3010_05,MayaEvent03_16_02,Loc_47,非TK,Loc_46:cond_false;Loc_46:next,Loc_48:cond_false;Loc_48:next,无候选,,,0540070972,なんと……,T3172,Function_11,Function_11_3580,,
少匹配,ええい、仕方ない！これにて実験終了じゃああっ！,14,,mp3010_05,MayaEvent03_16_02,Loc_47,非TK,Loc_46:cond_false;Loc_46:next,Loc_48:cond_false;Loc_48:next,无候选,,,0540070973,ええい、仕方ない！これにて実験終了じゃああっ！,T3172,Function_11,Function_11_3580,,
少匹配,も、元に戻った……,14,,mp3010_05,MayaEvent03_16_02,Loc_47,非TK,Loc_46:cond_false;Loc_46:next,Loc_48:cond_false;Loc_48:next,无候选,,,0010070975,も、元に戻った……,T3172,Function_11,Function_11_3580,,
少匹配,女神の加護を。２人とも気を付けて行きなさい。,111,058,mp3010_08,TK_KIRIKA,Loc_39,TK,Loc_31:cond_false,Loc_40:next,无候选,,,0580100163|0580100317,女神（エイドス）の加護を。２人とも気を付けて行きなさい。|女神の加護を。２人とも気を付けて行きなさい。,T3120,Function_9,loc_E9D,loc_E8C:cond_true;loc_E8C:cond_false,loc_10D9:cond_true;loc_F2A:cond_true;loc_10D6:jump;loc_F2A:cond_false
少匹配,女神の加護を。くれぐれも気を付けて。,111,058,mp3010_08,TK_KIRIKA,Loc_42,TK,Loc_38:cond_false,Loc_43:cond_false;Loc_41:jump,无候选,,,0580071211|0580090544,女神（エイドス）の加護を。くれぐれも気を付けて。|女神（エイドス）の加護を。くれぐれも気を付けて。,T3120,Function_9,loc_11F9,loc_1177:cond_true;loc_1177:cond_false,loc_1292:next
少匹配,アガットは一刻を争う容態みたいね。,111,058,mp3010_08,TK_KIRIKA,Loc_48,TK,Loc_47:cond_false,Loc_49:cond_false;Loc_41:jump,无候选,,,0580081433,アガットは一刻を争う容体みたいね。,T3150,Function_9,loc_9FF,loc_99C:cond_true;loc_99C:cond_false,loc_BE0:cond_true;loc_A5C:cond_true;loc_BE0:jump;loc_A5C:cond_false
少匹配,あのオーブメントの正体には協会も注目しているんだから。,111,058,mp3010_08,TK_KIRIKA,Loc_56,TK,Loc_53:cond_false,Loc_63:cond_false;Loc_64:cond_false;Loc_65:jump,无候选,,,0580071181|0580071184,あのオーブメントの正体には協会（ギルド）も注目しているんだから。|あのオーブメントの正体には協会（ギルド）も注目しているんだから。,T3120,Function_9,loc_19A4,loc_1659:cond_true,loc_1A9F:cond_true;loc_1A11:cond_true;loc_1A9C:jump;loc_1A11:cond_false
少匹配,協会としても気になるからこのまま博士に協力してちょうだい。,111,058,mp3010_08,TK_KIRIKA,Loc_63,TK,Loc_56:cond_false,Loc_66:cond_false;Loc_41:jump,无候选,,,0580071147,協会（ギルド）としても気になるからこのまま博士に協力してちょうだい。,T3120,Function_9,loc_1DE3,loc_1A9F:cond_true;loc_1A9F:cond_false,loc_1EA0:next
少匹配,塔っていうと……例の《四輪の塔》の１つね。,0,001,mp3010_08,EV_03_50_00,Loc_144,非TK,Loc_143:next,,无候选,,,0010081063,塔っていうと……例の《四輪（しりん）の塔》の１つね。,T3120,Function_21,Function_21_6EDC,,
少匹配,平原道の北にある《紅蓮の塔》だな……,5,005,mp3010_08,EV_03_50_00,Loc_144,非TK,Loc_143:next,,无候选,,,0050081064,平原道の北にある《紅蓮（ぐれん）の塔》だな……,T3120,Function_21,Function_21_6EDC,,
少匹配,おじいちゃんが掠われたのにわたし……わたし……！,6,007,mp3010_08,EV_03_50_00,Loc_144,非TK,Loc_143:next,,无候选,,,0070081085,おじいちゃんが掠（さら）われたのにわたし……わたし……！,T3120,Function_21,Function_21_6EDC,,
少匹配,まーまー。堅いこと言いっこナシ❤,123,028,mp3010_08,EV_03_63_00,Loc_146,非TK,Loc_145:next,,无候选,,,0280090089,まーまー。堅いこと言いっこナシ❤,T3120,Function_22,Function_22_7FCC,,
少匹配,ほらぁ、見て見て。さっき現像したばかりなの。,123,028,mp3010_08,EV_03_63_00,Loc_146,非TK,Loc_145:next,,无候选,,,0280090090,ほらぁ、見て見て。さっき現像したばかりなの。,,,,,
少匹配,博士を掠った飛行艇と同じシルエットなわけね。,111,058,mp3010_08,EV_03_63_00,Loc_146,非TK,Loc_145:next,,无候选,,,0580090107,博士を掠（さら）った飛行艇と同じシルエットなわけね。,T3120,Function_22,Function_22_7FCC,,
少匹配,博士を掠ったって…………………………………,0,001,mp3010_08,EV_03_63_00,Loc_146,非TK,Loc_145:next,,无候选,,,0010090109,博士を掠（さら）ったって…………………………………,T3120,Function_22,Function_22_7FCC,,
少匹配,色々な可能性が考えられるけどまだ結論するのは早すぎると思う。,1,002,mp3010_08,EV_03_63_00,Loc_146,非TK,Loc_145:next,,无候选,,,0020090115,色々な可能性が考えられるけどまだ結論を出すのは早すぎると思う。,T3120,Function_22,Function_22_7FCC,,
少匹配,あの装置、生体感知器の走査を妨害する導力場を発生するの！,6,007,mp3010_08,EV_03_66_01,Loc_130,非TK,_entry:jump;Loc_129:jump;Loc_131:next,,无候选,,,0070090412,あの装置、生体感知器の走査を妨害する導力場（フィールド）を発生するの！,T3120,Function_23,loc_9E3F,Function_23_9742:switch;loc_9B62:jump;loc_9C8F:jump;loc_9DA0:jump,
少匹配,遊撃士協会には、こういう面もあることを覚えておきなさい。,111,058,mp3010_08,EV_03_69_00,_entry,非TK,,,无候选,,,0580090449,遊撃士協会（わたしたち）には、こういう面もあることを覚えておきなさい。,T3120,Function_24,Function_24_BB35,,
少匹配,それが遊撃士の仕事でしょ？,0,001,mp3010_08,EV_03_69_00,_entry,非TK,,,无候选,,,0010090500,それが遊撃士（あたしたち）の仕事でしょ？,T3120,Function_24,Function_24_BB35,,
少匹配,本当に……何から何まですみません。,1,002,mp3010_08,EV_04_02_00,_entry,非TK,,,无候选,,,0020100159,本当に……何から何まですみません。,,,,,
少匹配,フフ、前にも言ったけどそれが私たち受付の仕事だから。,111,058,mp3010_08,EV_04_02_00,_entry,非TK,,,无候选,,,0580100160,フフ、前にも言ったけどそれが私たち受付の仕事だから。,,,,,
少匹配,さて……王都行きの船は１１時出発よ。,111,058,mp3010_08,EV_04_02_00,_entry,非TK,,,无候选,,,0580100161,さて……王都行きの船は１１時出発よ。,,,,,
少匹配,早めに発着場に行って搭乗手続きをした方がいいわね。,111,058,mp3010_08,EV_04_02_00,_entry,非TK,,,无候选,,,0580100162,早めに発着場に行って搭乗手続きをした方がいいわね。,,,,,
少匹配,照れない、照れない。お姉さんにはお見通しよ❤,0,001,mp3030,EV_03_04_01,_entry,非TK,,,无候选,,,0010070345,照れない、照れない。お姉さんにはお見通しよ❤,R3400,Function_2,Function_2_2B0,,
少匹配,ま、まあ無理ないわよね……,0,001,mp3030,EV_03_04_01,_entry,非TK,,,无候选,,,0010070346,ま、まあ無理ないわよね……,,,,,
少匹配,（どうしてこんなに  ホッとしてんのよ～っ！？）,21000,220,mp3030,EV_03_04_01,_entry,非TK,,,无候选,,,0010070366,（どうしてこんなにホッとしてんのよ〜っ！？）,R3400,Function_2,Function_2_2B0,,
少匹配,はうぅ～っ……,6,007,mp3030,EV_03_06_00,Loc_147,非TK,Loc_146:next,,无候选,,,0070070406,はうぅ〜っ……,R3401,Function_3,loc_600,loc_5C9:cond_true;loc_5C9:cond_false,loc_634:next
少匹配,も、もうこんなに集まって来ちゃうなんて～……,6,007,mp3030,EV_03_06_00,Loc_147,非TK,Loc_146:next,,无候选,,,0070070407,も、もうこんなに集まって来ちゃうなんて〜……,R3401,Function_3,loc_600,loc_5C9:cond_true;loc_5C9:cond_false,loc_634:next
少匹配,こ、こわかった～っ……,6,007,mp3030,EV_03_06_01,_entry,非TK,,Loc_94:cond_false;Loc_95:jump,无候选,,,0070070422,こ、こわかった〜っ……,R3401,Function_4,Function_4_637,,loc_1E51:cond_true;loc_F49:switch;loc_F4C:switch;loc_F49:cond_false
少匹配,あ、でもでも……,6,007,mp3030,EV_03_06_01,_entry,非TK,,Loc_94:cond_false;Loc_95:jump,无候选,,,0070070428,あ、でもでも……,R3401,Function_4,loc_F4C,Function_4_637:switch;loc_F49:next,loc_12D6:cond_true;loc_1392:jump;loc_12D6:cond_false
少匹配,あぅ……ご、ごめんなさぁい。,6,007,mp3030,EV_03_06_01,Loc_95,非TK,_entry:jump;Loc_94:next,Loc_96:cond_false;Loc_97:jump,无候选,,,0070070442,あぅ……ご、ごめんなさぁい。,R3401,Function_4,loc_1392,loc_F4C:jump;loc_12D6:next,loc_1E51:next
少匹配,こ、こうなったら……,14,,mp3030,MayaEvent03_06_00,Loc_123,非TK,Loc_122:cond_false;Loc_122:next,Loc_124:cond_false;Loc_124:jump,无候选,,,0070070409,こ、こうなったら……,R3401,Function_3,loc_600,loc_5C9:cond_true;loc_5C9:cond_false,loc_634:next
少匹配,方向ヨシ、仰角２０度……,14,,mp3030,MayaEvent03_06_00,Loc_124,非TK,Loc_123:cond_false;Loc_123:jump,Loc_125:cond_false;Loc_125:jump,无候选,,,0070070410,方向ヨシ、仰角２０度……,R3401,Function_3,loc_600,loc_5C9:cond_true;loc_5C9:cond_false,loc_634:next
少匹配,導力充填率３０％……,14,,mp3030,MayaEvent03_06_00,Loc_125,非TK,Loc_124:cond_false;Loc_124:jump,Loc_126:cond_false;Loc_126:jump,无候选,,,0070070411,導力充填率３０％……,R3401,Function_3,loc_600,loc_5C9:cond_true;loc_5C9:cond_false,loc_634:next
少匹配,………いっけええっ！,14,,mp3030,MayaEvent03_06_00,Loc_125,非TK,Loc_124:cond_false;Loc_124:jump,Loc_126:cond_false;Loc_126:jump,无候选,,,0070070412,………いっけええっ！,R3401,Function_3,loc_600,loc_5C9:cond_true;loc_5C9:cond_false,loc_634:next
少匹配,そ、それ以上近づいたら今度は当てちゃうんだから！,14,,mp3030,MayaEvent03_06_00,Loc_125,非TK,Loc_124:cond_false;Loc_124:jump,Loc_126:cond_false;Loc_126:jump,无候选,,,0070070413,そ、それ以上近づいたら今度は当てちゃうんだから！,R3401,Function_3,loc_600,loc_5C9:cond_true;loc_5C9:cond_false,loc_634:next
少匹配,ほ、本当に、本気なんだからっ！,14,,mp3030,MayaEvent03_06_00,Loc_125,非TK,Loc_124:cond_false;Loc_124:jump,Loc_126:cond_false;Loc_126:jump,无候选,,,0070070414,ほ、本当に、本気なんだからっ！,R3401,Function_3,loc_600,loc_5C9:cond_true;loc_5C9:cond_false,loc_634:next
少匹配,あう……ぎゃ、逆効果だったかも……,14,,mp3030,MayaEvent03_06_00,Loc_125,非TK,Loc_124:cond_false;Loc_124:jump,Loc_126:cond_false;Loc_126:jump,无候选,,,0070070415,あう……ぎゃ、逆効果だったかも……,R3401,Function_3,loc_600,loc_5C9:cond_true;loc_5C9:cond_false,loc_634:next
少匹配,やああっ……！,14,,mp3030,MayaEvent03_06_00,Loc_125,非TK,Loc_124:cond_false;Loc_124:jump,Loc_126:cond_false;Loc_126:jump,无候选,,,0070070416,やああっ……！,R3401,Function_3,loc_600,loc_5C9:cond_true;loc_5C9:cond_false,loc_634:next
少匹配,うりゃああああっ！,14,,mp3030,MayaEvent03_06_00,Loc_126,非TK,Loc_125:cond_false;Loc_125:jump,Loc_127:cond_false;Loc_127:next,无候选,,,0010070417,うりゃああああっ！,R3401,Function_4,Function_4_637,,loc_1E51:cond_true;loc_F49:switch;loc_F4C:switch;loc_F49:cond_false
少匹配,あ、さっきの……！,14,,mp3030,MayaEvent03_06_00,Loc_126,非TK,Loc_125:cond_false;Loc_125:jump,Loc_127:cond_false;Loc_127:next,无候选,,,0070070419,あ、さっきの……！,R3401,Function_4,Function_4_637,,loc_1E51:cond_true;loc_F49:switch;loc_F4C:switch;loc_F49:cond_false
少匹配,話はあとあと！いいから下がってて！,14,,mp3030,MayaEvent03_06_00,Loc_126,非TK,Loc_125:cond_false;Loc_125:jump,Loc_127:cond_false;Loc_127:next,无候选,,,0010070420,話はあとあと！いいから下がってて！,R3401,Function_4,Function_4_637,,loc_1E51:cond_true;loc_F49:switch;loc_F4C:switch;loc_F49:cond_false
少匹配,とりあえずこいつらを追っ払うからね！,14,,mp3030,MayaEvent03_06_00,Loc_126,非TK,Loc_125:cond_false;Loc_125:jump,Loc_127:cond_false;Loc_127:next,无候选,,,0020070421,とりあえずこいつらを追っ払うからね！,R3401,Function_4,Function_4_637,,loc_1E51:cond_true;loc_F49:switch;loc_F4C:switch;loc_F49:cond_false
少匹配,中央工房で強盗事件があったって聞いてね、ちょっと心配してたんだよ。,129,057,mp3041_02,TK_MAO,Loc_20,TK,Loc_19:cond_false,Loc_21:cond_false;Loc_22:cond_false;Loc_23:jump,多候选,0570080304,0570080304|0570080302,0570080302,中央工房で強盗事件があったって聞いてね、ちょっと心配してたんだよ。,T3223,Function_18,loc_2C8C,loc_2B9F:cond_true;loc_2B9F:cond_false,loc_2D3D:next
少匹配,しかしその様子なら大丈夫だね。ふう、やれやれひと安心だよ。,129,057,mp3041_02,TK_MAO,Loc_20,TK,Loc_19:cond_false,Loc_21:cond_false;Loc_22:cond_false;Loc_23:jump,多候选,0570080305,0570080305|0570080303,0570080303,しかしその様子なら大丈夫だね。ふう、やれやれひと安心だよ。,T3223,Function_18,loc_2C8C,loc_2B9F:cond_true;loc_2B9F:cond_false,loc_2D3D:next
少匹配,えっと……ここがお風呂の入口よね？,0,001,mp3041_02,EV_03_39_00,Loc_101,非TK,Loc_99:jump;Loc_100:next,Loc_102:cond_false;Loc_103:jump,无候选,,,0010080372|0010080374,えっと……ここがお風呂の入口よね？|えっと……ここがお風呂の入口よね？,T3233,Function_14,Function_14_7CB,,loc_1F26:cond_true;loc_8B3:cond_true;loc_99F:jump;loc_8B3:cond_false
少匹配,はい、こっちが女湯で手前にあるのが男湯なんです。,6,007,mp3041_02,EV_03_39_00,Loc_101,非TK,Loc_99:jump;Loc_100:next,Loc_102:cond_false;Loc_103:jump,无候选,,,0070080373,はい、こっちが女湯で手前にあるのが男湯なんです。,T3233,Function_14,Function_14_7CB,,loc_1F26:cond_true;loc_8B3:cond_true;loc_99F:jump;loc_8B3:cond_false
少匹配,エ、エステルさん。こっちは男湯ですよー。,6,007,mp3041_02,EV_03_39_00,Loc_102,非TK,Loc_101:cond_false,Loc_103:next,无候选,,,0070080375,エ、エステルさん。こっちは男湯ですよー。,T3233,Function_14,loc_8B3,Function_14_7CB:cond_true;Function_14_7CB:cond_false,loc_99F:next
少匹配,奥にあるのが女湯なんです。,6,007,mp3041_02,EV_03_39_00,Loc_102,非TK,Loc_101:cond_false,Loc_103:next,无候选,,,0070080376,奥にあるのが女湯なんです。,T3233,Function_14,loc_8B3,Function_14_7CB:cond_true;Function_14_7CB:cond_false,loc_99F:next
少匹配,あ、なるほど。男女に分かれてるんだ。,0,001,mp3041_02,EV_03_39_00,Loc_103,非TK,Loc_101:jump;Loc_102:next,Loc_104:cond_false;Loc_105:jump,无候选,,,0010080377,あ、なるほど。男女に分かれてるんだ。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,はは、そりゃそうよね。着替えたりするわけだし。,0,001,mp3041_02,EV_03_39_00,Loc_103,非TK,Loc_101:jump;Loc_102:next,Loc_104:cond_false;Loc_105:jump,无候选,,,0010080378,はは、そりゃそうよね。着替えたりするわけだし。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,それじゃ、２人とも。いったんここでお別れだね。,1,002,mp3041_02,EV_03_39_00,Loc_105,非TK,Loc_103:jump;Loc_104:next,Loc_106:cond_false;Loc_107:jump,无候选,,,0020080380,それじゃ、２人とも。いったんここでお別れだね。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,うん、また後でね♪,0,001,mp3041_02,EV_03_39_00,Loc_107,非TK,Loc_105:jump;Loc_106:next,,无候选,,,0010080381,うん、また後でね♪,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,失礼しますー。,6,007,mp3041_02,EV_03_39_00,Loc_107,非TK,Loc_105:jump;Loc_106:next,,无候选,,,0070080382,失礼しますー。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,は～、極楽、極楽。,0,001,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0010080383,は〜、極楽、極楽。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,温泉って、初めて入ったけど想像以上に気持ちいいわねぇ。,0,001,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0010080384,温泉って、初めて入ったけど想像以上に気持ちいいわねぇ。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,ドロシーじゃないけど　こりゃあ、病みつきにもなるわ。,0,001,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0010080385,ドロシーじゃないけど　こりゃあ、病みつきにもなるわ。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,ふふ……わたしもかなり病みつきです。,6,007,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0070080386,ふふ……　　　　　　　　　　　　　　わたしもかなり病みつきです。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,小さな頃から、おじいちゃんに連れてきてもらってましたから。,6,007,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0070080387,小さな頃から、おじいちゃんに連れてきてもらってましたから。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,あれ、あそこの扉ってなに？,0,001,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0010080389,あれ、あそこの扉ってなに？,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,あ、さっき言っていた露天風呂に繋がってるんです。,6,007,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0070080390,あ、さっき言っていた露天風呂に繋がってるんです。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,とってもおっきくて１０人でも入れそうな感じです。,6,007,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0070080391,とってもおっきくて１０人でも入れそうな感じです。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,へえ、そうなんだ～……,0,001,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0010080392,へえ、そうなんだ〜……,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,ほふ～、旅の疲れが身体から溶け出る気がする～。,0,001,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0010080393,ほふ〜、旅の疲れが身体から溶け出る気がする〜。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,エステルさんたちって歩いて旅をしてるんですよね？,6,007,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0070080394,エステルさんたちって歩いて旅をしてるんですよね？,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,なんで飛行船を使わないんですか？,6,007,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0070080395,なんで飛行船を使わないんですか？,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,うーん、修行のためかな？,0,001,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0010080396,うーん、修行のためかな？,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,あと……父さんの言葉っていうのが大きかったのかもしんない。,0,001,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0010080397,あと……父さんの言葉っていうのが大きかったのかもしんない。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,カシウスおじさんの……？,6,007,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0070080398,カシウスおじさんの……？,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,うん、父さんの教え子でシェラ姉ってのがいるんだけど。,0,001,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0010080399,うん、父さんの教え子でシェラ姉ってのがいるんだけど。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,父さん、やっぱりその人に徒歩での旅を勧めたのよね。,0,001,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0010080400,父さん、やっぱりその人に徒歩での旅を勧めたのよね。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,守るべき場所を、自分の足で実際に歩いて確かめてみろってね。,0,001,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0010080401,守るべき場所を、自分の足で実際に歩いて確かめてみろってね。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,わ、カッコイイ……,6,007,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0070080402,わ、カッコイイ……,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,普段はおちゃらけてるけど決める時は決めてたみたい。,0,001,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0010080403,普段はおちゃらけてるけど決める時は決めてたみたい。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,はあ、今ごろどこをほっつき歩いてんだか。,0,001,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0010080404,はあ、今ごろどこをほっつき歩いてんだか。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,……エステルさん……,6,007,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0070080405,……エステルさん……,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,あはは、ごめんごめん。しめっぽくなっちゃったかな。,0,001,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0010080406,あはは、ごめんごめん。しめっぽくなっちゃったかな。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,ま、あたしたちも修行があるし、心配ばかりもしてられないからね。,0,001,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0010080407,ま、あたしたちも修行があるし、心配ばかりもしてられないからね。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,今できるのは……うん、信じることくらいかな。,0,001,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0010080408,今できるのは……うん、信じることくらいかな。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,信じること……,6,007,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0070080409,信じること……,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,ん、どうかした？,0,001,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0010080411,ん、どうかした？,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,ううん、何でもないです。,6,007,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0070080412,ううん、何でもないです。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,あっ……そうだ！,6,007,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0070080413,あっ……そうだ！,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,わたし、エステルさんに聞きたいことがあるんですけど。,6,007,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0070080414,わたし、エステルさんに聞きたいことがあるんですけど。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,聞きたいこと？,0,001,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0010080415,聞きたいこと？,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,なになに？なんでも聞いていいわよ？,0,001,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0010080416,なになに？なんでも聞いていいわよ？,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,えと、あの、その……,6,007,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0070080417,えと、あの、その……,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
少匹配,エステルさんとヨシュアさんってもう結婚しているのかなぁって。,6,007,mp3041_02,EV_03_39_01,_entry,非TK,,Loc_108:cond_false;Loc_109:jump,无候选,,,0070080418,エステルさんとヨシュアさんってもう結婚しているのかなぁって。,T3233,Function_14,loc_99F,Function_14_7CB:jump;loc_8B3:next,loc_1E85:cond_true;loc_1E85:cond_false
