RemakeVoiceText,Speaker,SpeakerChar,MyVoiceId,Candidates,MatchType,Source,SpeakerMatch
これを見ていただけますか。,1,002,0020090235,0020090235,唯一,script,对应
これは……レイストン要塞じゃないか。,115,062,0620090236,0620090236,唯一,script,对应
どうしてこんな写真を君たちが……,115,062,0620090237,0620090237,唯一,script,对应
まーまー。堅いことは言いっこなし。,0,001,0010090238,0010090238,唯一,script,对应
写真の右上の方を見てみてよ。,0,001,0010090239,0010090239,唯一,script,对应
右上の方……,115,062,0620090240,0620090240,唯一,script,对应
こ、これは……！？,115,062,0620090241,0620090241,唯一,script,对应
軍で使っている警備艇とは明らかに違うシルエットですね？,1,002,0020090242,0020090242,唯一,script,对应
で、博士を連れ去った飛行艇とソックリなのよね～、これが。,0,001,0010090243,0010090243,唯一,script,对应
……………………………,115,062,0620090244,0620090244,唯一,script,对应
なるほど……これは由々しき事態だな。,115,062,0620090245,0620090245,唯一,script,对应
協力感謝する。至急、情報部に伝えておこう。,115,062,0620090246,0620090246,唯一,script,对应
へ……,0,001,0010090247,0010090247,唯一,script,对应
ちょ、ちょっと待ってよ。それだけなの？,0,001,0010090248,0010090248,唯一,script,对应
それだけとは？,115,062,0620090249,0620090249,唯一,script,对应
だ、だって……おかしいじゃない。,0,001,0010090250,0010090250,唯一,script,对应
なんで犯人たちの乗った船がこんな所をウロウロしてるわけ？,0,001,0010090251,0010090251,唯一,script,对应
恥ずかしながら完全にこちらの不手際だな。,115,062,0620090252,0620090252,唯一,script,对应
国境付近を捜索するあまり本拠地周辺の警戒が疎かになってしまったようだ。,115,062,0620090253,0620090253,唯一,script,对应
湖を北上したということは帝国の仕業の可能性もあるだろう。,115,062,0620090254,0620090254,唯一,script,对应
そ、そうなの……？,0,001,0010090255,0010090255,唯一,script,对应
………………………,1,002,0020090256,0020090256,唯一,script,对应
一つだけ聞かせてもらえますか。,1,002,0020090257,0020090257,唯一,script,对应
今、情報部の方たちはどちらに出かけているんですか？,1,002,0020090258,0020090258,唯一,script,对应
………………………………,115,062,0620090259,0620090259,唯一,script,对应
軍事機密だ。,115,062,0620090260,0620090260,唯一,script,对应
それでは失礼する。,115,062,0620090261,0620090261|0620090287,多候选,script|script,对应
ちょ、ちょっとヨシュア……,0,001,0010090262,0010090262,唯一,script,对应
なんかあからさまに怪しいっぽいんですけど？,0,001,0010090263,0010090263,唯一,script,对应
わかってる……,1,002,0020090264,0020090264,唯一,script,对应
でも、決定的な証拠がない限り、これ以上追及するのは無理だよ。,1,002,0020090265,0020090265,唯一,script,对应
うう～……,0,001,0010090266,0010090266,唯一,script,对应
あれ？,0,001,0010090267,0010090267,唯一,script,对应
……どうしたんだろう？,1,002,0020090268,0020090268,唯一,script,对应
な、なんだ……どうして途中で止まったのだ？,115,062,,,无候选,,
…………………………,115,062,0620090270,0620090270,唯一,script,对应
……なに……,115,062,0620090271,0620090271,唯一,script,对应
また例の現象が起こっただと？,115,062,0620090272,0620090272,唯一,script,对应
（ヨシュア、これって……！）,0,001,0010090273,0010090273,唯一,script,对应
（ああ……  ビンゴだったみたいだね。）,1,002,0020090274,0020090274,唯一,script,对应
み、見苦しいところを見せてしまったようだな。,115,062,0620090275,0620090275,唯一,script,对应
どうも最近、開閉装置の調子が良くないみたいでね。,115,062,0620090276,0620090276,唯一,script,对应
なるほど、それは大変ですね。,1,002,0020090277,0020090277,唯一,script,对应
そんなに調子が悪いんだったら中央工房の人に修理してもらえば？,0,001,0010090278,0010090278,唯一,script,对应
ラッセル博士みたいな人ならすぐにでも直してくれるわよ？,0,001,0010090279,0010090279,唯一,script,对应
う、うむ、検討しておこう。,115,062,0620090280,0620090280,唯一,script,对应
装置が復旧するまでここで警備をしていろ。,115,062,0620090281,0620090281,唯一,script,对应
不用意に民間人を近づけるな。,115,062,0620090282,0620090282,唯一,script,对应
はっ！,11573,419,4190090283,4190090283,唯一,script,对应
了解であります！,11574,249,2490090284,2490090284,唯一,script,对应
そういう事だから君たちも気にせず行ってくれ。,115,062,0620090285,0620090285,唯一,script,对应
例の写真については必ず情報部に伝えておこう。,115,062,0620090286,0620090286,唯一,script,对应
それでは失礼する。,115,062,0620090261,0620090261|0620090287,多候选,script|script,对应
何だか信じられないけど……,0,001,0010090288,0010090288,唯一,script,对应
今のって、やっぱりアレ？,0,001,0010090289,0010090289,唯一,script,对应
うん……たぶん例の現象だろうね。,1,002,0020090290,0020090290,唯一,script,对应
ということは……,0,001,0010090291,0010090291,唯一,script,对应
もしかして、ラッセル博士もあの要塞の中に捕まって……！,0,001,0010090292,0010090292,唯一,script,对应
（シッ、エステル……）,1,002,0020090293,0020090293,唯一,script,对应
（あんまりここで  それを口に出さない方がいい。）,1,002,0020090294,0020090294,唯一,script,对应
（わ、わかった……）,0,001,0010090295,0010090295,唯一,script,对应
（とりあえず、ツァイスに戻って  キリカさんに相談してみよう。）,1,002,0020090296,0020090296,唯一,script,对应
（場合によったら……  工房長も呼んだ方がよさそうだ。）,1,002,0020090297,0020090297,唯一,script,对应
おお、待っていたよ。そちらの準備は済んだのかね？,132,055,0550090555,0550090555,唯一,script,对应
ああ、いつでも行けるぜ。,5,005,0050090556,0050090556,唯一,script,对应
《ライプニッツ号》の準備はできてるんですか？,6,007,0070090557,0070090557,唯一,script,对应
ああ、運がいいことに軍から急な発注があってね。,132,055,0550090558,0550090558,唯一,script,对应
ちょうどレイストン要塞に出発する予定だったんだ。,132,055,0550090559,0550090559,唯一,script,对应
いつでも離陸できるそうだよ。,132,055,0550090560,0550090560,唯一,script,对应
いつでもって……,0,001,0010090561,0010090561,唯一,script,对应
あのオレンジの船、どこにも見当たらないけど……,0,001,0010090562,0010090562,唯一,script,对应
エステル、下だよ。,1,002,0020090563,0020090563,唯一,script,对应
あっ、あんなところに……,0,001,0010090564,0010090564,唯一,script,对应
じゃあ、あそこまで降りていく必要があるんだ？,0,001,0010090565,0010090565,唯一,script,对应
ふふっ、お姉ちゃん。降りる必要なんてないよ。,6,007,0070090566,0070090566,唯一,script,对应
へ……,0,001,0010090567,0010090567,唯一,script,对应
な、なに……！？,0,001,0010090568,0010090568,唯一,script,对应
飛行船のレーンが……！,1,002,0020090569,0020090569,唯一,script,对应
なんだ、知らなかったのか？,5,005,0050090570,0050090570,唯一,script,对应
ここの飛行場は、とんでもなく常識外れの造りをしてるんだぜ。,5,005,0050090571,0050090571,唯一,script,对应
じょ、常識外れ？,0,001,0010090572,0010090572,唯一,script,对应
なんていうか、大抵のことには慣れっこになってたけど……,0,001,0010090573,0010090573,唯一,script,对应
うん、極めつけの大仕掛けが残っていたね。,1,002,0020090574,0020090574,唯一,script,对应
ちなみにこの飛行場の仕掛けも……,132,055,0550090575,0550090575,唯一,script,对应
わかってるわよ。ラッセル博士なんでしょ。,0,001,0010090576,0010090576,唯一,script,对应
ティータ。あんたのお祖父ちゃんってホント、とんでもないヒトねぇ。,0,001,0010090577,0010090577,唯一,script,对应
えへへ……それはわたしも同感。,6,007,0070090578,0070090578,唯一,script,对应
よう、待たせちまったな。,130,056,0560090579,0560090579,唯一,script,对应
あ、整備長さん！,6,007,0070090580,0070090580,唯一,script,对应
ティータ坊。話はぜんぶ工房長に聞いたぜ。,130,056,0560090581,0560090581,唯一,script,对应
まさかラッセル爺さんがそんな事になっちまったとはなァ。,130,056,0560090582,0560090582,唯一,script,对应
及ばずながら、俺たち整備屋もとことん手伝わせてもらうからな。,130,056,0560090583,0560090583,唯一,script,对应
あ、ありがとーございます！,6,007,0070090584,0070090584,唯一,script,对应
すまねえ、世話になる。,5,005,0050090585,0050090585,唯一,script,对应
いいってことよ。爺さんは俺にとっても恩人だ。,130,056,0560090586,0560090586,唯一,script,对应
さァて。こちらの準備はオッケーだ。,130,056,0560090587,0560090587,唯一,script,对应
レイストン要塞に出発するかよ？,130,056,0560090588,0560090588,唯一,script,对应
レイストン要塞に出発するかよ？,130,056,,,无候选,,
よし！だったら乗った乗った！,130,056,,,无候选,,
工房船《ライプニッツ号》、レイストン要塞に出発するぜ！,130,056,,,无候选,,
遊撃士諸君……博士のこと、よろしくお願いする。,132,055,,,无候选,,
それから……ティータ君を守ってあげてくれ。,132,055,,,无候选,,
工房長さん……,6,007,,,无候选,,
うん、どーんと任せて！,0,001,,,无候选,,
それでは行ってきます。,1,002,,,无候选,,
わーった。準備ができたら声をかけな。,130,056,,,无候选,,
頼んだぞ、遊撃士諸君……,132,055,0550090642,0550090642,唯一,script,对应
ま、待ってぇ～！,123,028,0280090643,0280090643,唯一,script,对应
はあはあ……,123,028,0280090644,0280090644,唯一,script,对应
ああ……行っちゃった～……,123,028,0280090645,0280090645,唯一,script,对应
おや……ドロシー君じゃないか。,132,055,0550090646,0550090646,唯一,script,对应
あ、工房長さん！,123,028,0280090647,0280090647,唯一,script,对应
今の船に、エステルちゃんたち乗っていたんですよねぇ？,123,028,0280090648,0280090648,唯一,script,对应
そうだが……どうして知っているのかね？,132,055,0550090649,0550090649,唯一,script,对应
ギルドの受付で教えてもらったんですよう。,123,028,0280090650,0280090650,唯一,script,对应
編集部と連絡をとったら大変なことがわかったんで知らせなくっちゃって思って～。,123,028,0280090651,0280090651,唯一,script,对应
た、大変なことだって？,132,055,0550090652,0550090652,唯一,script,对应
うーん、今のこの状況よりも大変なことなんて想像もつかないが……,132,055,0550090653,0550090653,唯一,script,对应
えっと……これはオフレコなんですけど～。,123,028,0280090654,0280090654,唯一,script,对应
王都にいた親衛隊の人たちが反逆罪で捕まったらしいです～。,123,028,0280090655,0280090655,唯一,script,对应
な、なんだって！？,132,055,0550090656,0550090656,唯一,script,对应
よお、シード少佐。注文どおり届けに来たぜ。,130,056,0560090824,0560090824,唯一,script,对应
やあ、グスタフ整備長。わざわざ来てくれてすまない。,115,062,0620090825,0620090825,唯一,script,对应
しかし、こんなに早く来てくれるとは思わなかったよ。,115,062,0620090826,0620090826,唯一,script,对应
王国軍はお得意様だからな。このくらいのサービスは当然だ。,130,056,0560090827,0560090827,唯一,script,对应
それにしてもずいぶん急な注文だったなァ。,130,056,0560090828,0560090828,唯一,script,对应
この前の警備艇の整備といい、なにか事件でもあったのかよ？,130,056,0560090829,0560090829,唯一,script,对应
い、いや……まあ、軍にも色々あってね。,115,062,0620090830,0620090830,唯一,script,对应
そうだ、中央工房の襲撃事件についてだが……,115,062,0620090831,0620090831,唯一,script,对应
重要な手がかりを掴んだので数日中には解決するだろう。,115,062,0620090832,0620090832,唯一,script,对应
ほう……そりゃよかった。,130,056,0560090833,0560090833,唯一,script,对应
掠われたラッセル爺さんは俺にとっては大の恩人でね。,130,056,0560090834,0560090834,唯一,script,对应
まさか傷つけられているようなコトにはなってねえだろうなァ？,130,056,0560090835,0560090835,唯一,script,对应
い、いや……それはないから安心してくれ。,115,062,0620090836,0620090836,唯一,script,对应
ほう、何でわかるんだい？,130,056,0560090837,0560090837,唯一,script,对应
犯人たちは、博士を人質に身代金を要求しているらしい。,115,062,0620090838,0620090838,唯一,script,对应
無事は確認されているからどうか安心して待っていてくれ。,115,062,0620090839,0620090839,唯一,script,对应
なるほどねェ……,130,056,0560090840,0560090840,唯一,script,对应
ま、王国軍に任せておけばなんの心配もいらなさそうだな。,130,056,0560090841,0560090841,唯一,script,对应
で、今日もコンテナのチェックをするつもりかい？,130,056,0560090842,0560090842,唯一,script,对应
信頼はしているがこれも規則なのでね。,115,062,0620090843,0620090843,唯一,script,对应
お前たち、さっそく始めろ！,115,062,0620090844,0620090844,唯一,script,对应
ラジャー！,20850,,,,无候选,,
了解しました！,20851,,,,无候选,,
異常なし、次……,20850,,,,无候选,,
……ＯＫです。,20851,,,,无候选,,
センサーに異常あり！,20850,,,,无候选,,
生体反応です！,20850,,,,无候选,,
なんだと……！？,115,062,0620090851,0620090851,唯一,script,对应
整備長……これは？,115,062,0620090852,0620090852,唯一,script,对应
お、おいおい。別に心当たりはねェぞ。,130,056,0560090853,0560090853,唯一,script,对应
装置の故障じゃねえのか？,130,056,0560090854,0560090854,唯一,script,对应
そんなはずはない……,115,062,0620090855,0620090855,唯一,script,对应
中央工房に発注した特別製の生体感知器だ。,115,062,0620090856,0620090856,唯一,script,对应
だったらあれだ。ネズミかなんかだろ。,130,056,0560090857,0560090857,唯一,script,对应
そんなに大騒ぎすることないんじゃねぇのか？,130,056,0560090858,0560090858,唯一,script,对应
……これも規則なのでね。,115,062,0620090859,0620090859,唯一,script,对应
お前たち！そのコンテナを取り囲め。,115,062,0620090860,0620090860,唯一,script,对应
よし……開けろ。,115,062,0620090861,0620090861,唯一,script,对应
は……？,115,062,0620090862,0620090862,唯一,script,对应
なんだよ。アントワーヌじゃねえか。,130,056,0560090863,0560090863,唯一,script,对应
お前、いつのまに紛れ込んでやがったんだ？,130,056,0560090864,0560090864,唯一,script,对应
にゃーお。,11506,203,2030090865,2030090865,唯一,script,对应
そ、その猫は……？,115,062,0620090866,0620090866,唯一,script,对应
アントワーヌてえ名前で中央工房に住んでいるヤツだ。,130,056,0560090867,0560090867,唯一,script,对应
どうやら《ライプニッツ号》に忍び込んでいたみてえだな。,130,056,0560090868,0560090868,唯一,script,对应
まったく驚かせてくれる……,115,062,0620090869,0620090869,唯一,script,对应
こら、お前。人騒がせにも程があるぞ。,115,062,0620090870,0620090870,唯一,script,对应
にゃおん？,11506,203,2030090871,2030090871,唯一,script,对应
まあ、猫の気まぐれを責めても致し方ないか……,115,062,0620090872,0620090872,唯一,script,对应
お前、気に入ったのならしばらくここに住んでみるか？,115,062,0620090873,0620090873,唯一,script,对应
おいおい。アントワーヌを誘惑するなよ。,130,056,0560090874,0560090874,唯一,script,对应
ふみゃああ……,11506,203,2030090875,2030090875,唯一,script,对应
……にゃおん。,11506,203,2030090876,2030090876,唯一,script,对应
むむ、フラれてしまったか。,115,062,0620090877,0620090877,唯一,script,对应
はは、残念だったなァ。,130,056,0560090878,0560090878,唯一,script,对应
しかし、その生体感知器、ずいぶん大した代物じゃねえか。,130,056,0560090879,0560090879,唯一,script,对应
あやうくアントワーヌを閉じ込めたままにするとこだったぜ。,130,056,0560090880,0560090880,唯一,script,对应
ああ。さすがは中央工房製の機械だ。,115,062,0620090881,0620090881,唯一,script,对应
……それではお前たち。残りのコンテナをチェックしろ。,115,062,0620090882,0620090882,唯一,script,对应
了解しました！,20851,,,,无候选,,
お前たち、ご苦労だった。,115,062,0620090884,0620090884,唯一,script,对应
コンテナの搬入は明日にして今日はもう兵舎に戻るがいい。,115,062,0620090885,0620090885,唯一,script,对应
あ、あの、少佐殿……,20850,,,,无候选,,
ここ数日の非常体制ですがいつまで続くのでしょうか？,20850,,,,无候选,,
……………………………,115,062,0620090888,0620090888,唯一,script,对应
そ、そうです！,20851,,,,无候选,,
どうして我々正規軍があんな連中のいいなりに……,20851,,,,无候选,,
お前たちの言いたいことは分からないでもない……,115,062,0620090891,0620090891,唯一,script,对应
だが、上官の決定に疑問を差し挟むのは軍人の役目ではない。,115,062,0620090892,0620090892,唯一,script,对应
それに、どこに目があり耳があるのかわからんのだ。,115,062,0620090893,0620090893,唯一,script,对应
不用意な発言は慎むがいい。,115,062,0620090894,0620090894,唯一,script,对应
は……,20850,,,,无候选,,
りょ、了解しました。,20851,,,,无候选,,
ふう……後ろめたいものだな……,115,062,0620090897,0620090897,唯一,script,对应
少佐殿、申し上げます！,20852,,,,无候选,,
カノーネ大尉が話したいことがあるから来てくれとのことです。,20852,,,,无候选,,
そうか、わかった。,115,062,0620090900,0620090900,唯一,script,对应
仕方ない……雌狐の話を聞きに行くか。,115,062,0620090901,0620090901,唯一,script,对应
は～。さすがにつらかった～。,0,001,0010090902,0010090902,唯一,script,对应
ティータ、大丈夫だった？,0,001,0010090903,0010090903,唯一,script,对应
うん、ちょっとだけ　頭がボーッとなったけど……,6,007,0070090904,0070090904,唯一,script,对应
でも、ちゃんと装置を動かすことができてよかった。,6,007,0070090905,0070090905,唯一,script,对应
ああ、大したもんだ。,5,005,0050090906,0050090906,唯一,script,对应
散々反対したが……来てもらって正解だったな。,5,005,0050090907,0050090907,唯一,script,对应
えへへ……ありがとう、アガットさん。,6,007,0070090908,0070090908,唯一,script,对应
でも、アントワーヌにはビックリさせられちゃいました。,6,007,0070090909,0070090909,唯一,script,对应
うんうん、ちょうど隣のコンテナだったもんね。,0,001,0010090910,0010090910,唯一,script,对应
完全にバレたと思っちゃった。,0,001,0010090911,0010090911,唯一,script,对应
あの猫、整備長さんがわざと入れたんだと思うよ。,1,002,0020090912,0020090912,唯一,script,对应
あれがあったせいで兵士の警戒も緩まったからね。,1,002,0020090913,0020090913,唯一,script,对应
本人、落ち着き払ってたし。,1,002,0020090914,0020090914,唯一,script,对应
ふふ、整備長さんならそれくらいやっちゃうかも。,6,007,0070090915,0070090915,唯一,script,对应
なかなか食えないオッサンだぜ。,5,005,0050090916,0050090916,唯一,script,对应
さてと……それじゃあ行動開始といくか。,5,005,0050090917,0050090917,唯一,script,对应
俺たちがいるのは飛行船発着場──このあたりだ。,5,005,0050090918,0050090918,唯一,script,对应
やみくもに捜したところで博士を発見できるとは思えねぇ。,5,005,0050090919,0050090919,唯一,script,对应
そこでエステル……地図から見当をつけてみろや。,5,005,0050090920,0050090920,唯一,script,对应
えっ？ど、どうしてあたしに聞くのよ？,0,001,0010090921,0010090921,唯一,script,对应
なに、ギルドの先輩として洞察力をテストしてやろうと思ってな。,5,005,0050090922,0050090922,唯一,script,对应
ほら、時間がねえんだからとっとと答えろや。,5,005,0050090923,0050090923,唯一,script,对应
可能性はゼロじゃねえが一般の兵士たちが多すぎる。,5,005,0050090924,0050090924,唯一,script,对应
機密保持のことを考えたら別の場所の可能性が高そうだ。,5,005,0050090925,0050090925,唯一,script,对应
うーん、確かに……,0,001,0010090926,0010090926,唯一,script,对应
ヨシュア。お前の意見はどうだ？,5,005,0050090927,0050090927,唯一,script,对应
中央の研究棟……そこが一番怪しいと思います。,1,002,0020090928,0020090928,唯一,script,对应
独立した敷地内にあるし、博士の才能を利用しているならうってつけの場所のはずです。,1,002,0020090929,0020090929,唯一,script,对应
可能性は高そうだがもっと臭い場所があるぜ。,5,005,0050090930,0050090930,唯一,script,对应
ヨシュア。お前の意見はどうだ？,5,005,0050090931,0050090931,唯一,script,对应
中央の研究棟……そこが一番怪しいと思います。,1,002,0020090932,0020090932,唯一,script,对应
独立した敷地内にあるし、博士の才能を利用しているならうってつけの場所のはずです。,1,002,0020090933,0020090933,唯一,script,对应
ほう……驚いたな。,5,005,0050090934,0050090934,唯一,script,对应
ふふん、任せなさいっての♪,0,001,0010090935,0010090935,唯一,script,对应
調子に乗るなっつーの。,5,005,0050090936,0050090936,唯一,script,对应
ヨシュア。お前の意見はどうだ？,5,005,0050090937,0050090937,唯一,script,对应
僕もそこが怪しいと思います。,1,002,0020090938,0020090938,唯一,script,对应
独立した敷地内にあるし、博士の才能を利用しているならうってつけの場所ですから。,1,002,0020090929,0020090929,唯一,script,对应
なるほど……人の出入りも少なそうだし考えられなくもねえな。,5,005,0050090940,0050090940,唯一,script,对应
だが、もっと臭い場所がある。,5,005,0050090941,0050090941,唯一,script,对应
そうなの？,0,001,0010090942,0010090942,唯一,script,对应
ヨシュア。お前の意見はどうだ？,5,005,0050090943,0050090943,唯一,script,对应
中央の研究棟……そこが一番怪しいと思います。,1,002,0020090944,0020090944,唯一,script,对应
独立した敷地内にあるし、博士の才能を利用しているならうってつけの場所のはずです。,1,002,0020090945,0020090945,唯一,script,对应
ここは要塞の出口だ。監禁する場所なんてねえぞ。,5,005,0050090946,0050090946,唯一,script,对应
あ、そっか……,0,001,0010090947,0010090947,唯一,script,对应
ヨシュア。お前の意見はどうだ？,5,005,0050090948,0050090948,唯一,script,对应
中央の研究棟……そこが一番怪しいと思います。,1,002,0020090949,0020090949,唯一,script,对应
独立した敷地内にあるし、博士の才能を利用しているならうってつけの場所のはずです。,1,002,0020090950,0020090950,唯一,script,对应
ま、そういうことだ。,5,005,0050090951,0050090951,唯一,script,对应
時間もないことだしまずはここを調べてみるぞ。,5,005,0050090952,0050090952,唯一,script,对应
アガットさん。脱出ルートはどうしますか？,1,002,0020090953,0020090953,唯一,script,对应
おっと、そうだったな。,5,005,0050090954,0050090954,唯一,script,对应
この発着場の反対側に湖に出る波止場があるみてえだ。,5,005,0050090955,0050090955,唯一,script,对应
爺さんを救出しだい、ここから船を奪って逃げるぞ。,5,005,0050090956,0050090956,唯一,script,对应
うん……わかったわ。,0,001,0010090957,0010090957,唯一,script,对应
それじゃあ、この研究棟に向かいましょ。,0,001,0010090958,0010090958,唯一,script,对应
ティータ。あたしたちから離れないでね。,0,001,0010090959,0010090959,唯一,script,对应
う、うん……！,6,007,0070090960,0070090960,唯一,script,对应
あ……！,0,001,0010090967,0010090967,唯一,script,对应
あいつらは……,1,002,0020090968,0020090968,唯一,script,对应
ヘッ……やっぱりいやがったか。,5,005,0050090969,0050090969,唯一,script,对应
塔に現れた飛行艇……,6,007,0070090970,0070090970,唯一,script,对应
やっぱりあいつら軍の関係者だったのね……,0,001,0010090971,0010090971,唯一,script,对应
普通の兵士とはずいぶん違うみたいだけど……,0,001,0010090972,0010090972,唯一,script,对应
たぶん、破壊工作の訓練を受けた特殊部隊だろう。,1,002,0020090973,0020090973,唯一,script,对应
どうりで手強いわけだよ。,1,002,0020090974,0020090974,唯一,script,对应
お、おじいちゃんあそこに捕まっているの？,6,007,0070090975,0070090975,唯一,script,对应
ああ、いよいよその可能性が高くなってきた。,5,005,0050090976,0050090976,唯一,script,对应
だが……ここでやり合うのはマズイな。,5,005,0050090977,0050090977,唯一,script,对应
そうですね……,1,002,0020090978,0020090978,唯一,script,对应
下手に騒ぎを起こしたら要塞中の兵士が駆けつけてくると思います。,1,002,0020090979,0020090979,唯一,script,对应
何とか見つからずに建物の中に入れないかな？,0,001,0010090980,0010090980,唯一,script,对应
ねえねえ。ここから中に入れないかな？,0,001,0010090981,0010090981,唯一,script,对应
いや……窓に鉄格子がはまっている。,1,002,0020090982,0020090982,唯一,script,对应
音を立てずに侵入するのはちょっと難しそうだな……,1,002,0020090983,0020090983,唯一,script,对应
……………あっ！,6,007,0070090984,0070090984,唯一,script,对应
こいつは大当たりだぜ……,5,005,0050090985,0050090985,唯一,script,对应
え……,0,001,0010090986,0010090986,唯一,script,对应
リシャール大佐……あの人が黒幕だったんだ。,0,001,0010091047,0010091047,唯一,script,对应
しかも父さんのことを捜しているみたいだけど……,0,001,0010091048,0010091048,唯一,script,对应
ああ……どういうことなんだろう。,1,002,0020091049,0020091049,唯一,script,对应
それに、あの仮面の男……,1,002,0020091050,0020091050,唯一,script,对应
あの野郎……やっぱり出やがったか。,5,005,0050091051,0050091051,唯一,script,对应
むっ、行くみたいだな……,5,005,0050091052,0050091052,唯一,script,对应
フッ……うまく切り抜けられるかな。,118,014,0140091053,0140091053,唯一,script,对应
よし……一気に人気がなくなったな。,5,005,0050091054,0050091054,唯一,script,对应
ヤツとは決着を付けたかったがまあいい、仕事の方が優先だ。,5,005,0050091055,0050091055,唯一,script,对应
窓から入れない以上、見張りを倒すしかないわね。,0,001,0010091056,0010091056,唯一,script,对应
速攻でケリをつけましょ！,0,001,0010091057,0010091057,唯一,script,对应
う、うんっ！,6,007,0070091058,0070091058,唯一,script,对应
…………………………,1,002,0020091059,0020091059,唯一,script,对应
ヨシュア？ちょっと、聞いてるの？,0,001,0010091060,0010091060,唯一,script,对应
あ……エステル？,1,002,0020091061,0020091061,唯一,script,对应
だ、大丈夫？ヨシュアお兄ちゃん……,6,007,0070091062,0070091062,唯一,script,对应
おいおい、勘弁しろよ。クールなお前らしくもねえ。,5,005,0050091063,0050091063,唯一,script,对应
す、すみません。少しボーッとしてて……,1,002,0020091064,0020091064,唯一,script,对应
ヨシュア……どこか調子でも悪いの？,0,001,0010091065,0010091065,唯一,script,对应
大丈夫、問題ないよ。,1,002,0020091066,0020091066,唯一,script,对应
入口を守っている見張りを倒すんですよね？,1,002,0020091067,0020091067,唯一,script,对应
ああ……とっとと始めるぞ。,5,005,0050091068,0050091068,唯一,script,对应
はあ、せっかく王都で大きな作戦があるのに……,61451,262,2620091069,2620091069,唯一,script,对应
こんなところで爺さんの見張りなんてな。,61451,262,2620091070,2620091070,唯一,script,对应
ぼやくな、ぼやくな。,61450,263,2630091071,2630091071,唯一,script,对应
王国のため、そして理想のため大佐の手足となって働くこと……,61450,263,2630091072,2630091072,唯一,script,对应
それが情報部の隠密隊員、《特務兵》の使命なんだからな。,61450,263,2630091073,2630091073,唯一,script,对应
フン、てめえらそんな大層な肩書だったのかよ。,5,005,0050091074,0050091074,唯一,script,对应
なに……？,61451,262,,,无候选,,
ば、馬鹿な……！,61451,262,,,无候选,,
アガット・クロスナー！？,61450,263,,,无候选,,
遅ええっ！,5,005,0050091078,0050091078,唯一,script,对应
ケッ……ざまあみやがれ。,5,005,0050091079,0050091079,唯一,script,对应
散々コケにしてくれた借りは返してやったからな。,5,005,0050091080,0050091080,唯一,script,对应
個人的な恨みが入りまくってるわね～。,0,001,0010091081,0010091081,唯一,script,对应
ここからは時間との勝負だ。,1,002,0020091082,0020091082,唯一,script,对应
一刻も早く博士を連れて脱出しよう。,1,002,0020091083,0020091083,唯一,script,对应
はいっ！,6,007,0070091084,0070091084,唯一,script,对应
う……く……このまま逃がすものか……,20850,,,,无候选,,
あ……これって！？,6,007,0070091161,0070091161,唯一,script,对应
バレたようじゃの！,131,054,0540091162,0540091162,唯一,script,对应
どうやら侵入者が現れたようだ！,115,062,0620091163,0620091163,唯一,script,对应
犬どもを下げて捜索を開始する！,115,062,0620091164,0620091164,唯一,script,对应
第１、第２、第３、第４小隊は飛行船発着場および波止場を封鎖！,115,062,0620091165,0620091165,唯一,script,对应
第５、第６、第７小隊はそれぞれ兵舎・監視塔・研究棟を捜索！,115,062,0620091166,0620091166,唯一,script,对应
第８小隊は、私と共に司令部へ！,115,062,0620091167,0620091167,唯一,script,对应
以上！　行け！,115,062,0620091168,0620091168,唯一,script,对应
イエス・サー！,20852,,,,无候选,,
まずっ……兵士たちが来るわ！,0,001,0010091170,0010091170,唯一,script,对应
発着場と波止場を押さえられたみたいだね……,1,002,0020091171,0020091171,唯一,script,对应
あの少佐、なかなか鋭いな。,1,002,0020091172,0020091172,唯一,script,对应
ふん……さすがは本拠地を守る守備隊長か。,131,054,0540091173,0540091173,唯一,script,对应
ど、どうしよう……どこから逃げればいいのかな？,6,007,0070091174,0070091174,唯一,script,对应
こうなった以上、波止場から逃げるのは難しそうだな……,5,005,0050091175,0050091175,唯一,script,对应
兵士どもをかわしながらなんとか脱出ルートを探すぞ！,5,005,0050091176,0050091176,唯一,script,对应
ふう……何とか脱出できたわね。,0,001,0010091375,0010091375,唯一,script,对应
まだ、こっちの方まではパトロールに来てないみたい。,0,001,0010091376,0010091376,唯一,script,对应
シード少佐が引き留めているのかもね。,1,002,0020091377,0020091377,唯一,script,对应
でも、グズグズしていたら追跡部隊が編成されると思う。,1,002,0020091378,0020091378,唯一,script,对应
どこか安全な場所に博士たちを逃がさないと……,1,002,0020091379,0020091379,唯一,script,对应
………ふむ……………,131,054,0540091380,0540091380,唯一,script,对应
お姉ちゃん、お兄ちゃん……,6,007,0070091381,0070091381,唯一,script,对应
あ、心配することないからね。,0,001,0010091382,0010091382,唯一,script,对应
ティータと博士のことは絶対に守ってあげるんだから。,0,001,0010091383,0010091383,唯一,script,对应
……いや。,5,005,0050091384,0050091384,唯一,script,对应
お前らはここで手を引け。,5,005,0050091385,0050091385,唯一,script,对应
え……！？,0,001,0010091386,0010091386,唯一,script,对应
どういうことですか？,1,002,0020091387,0020091387,唯一,script,对应
今回の一件で、俺は完全に情報部の連中にマークされた。,5,005,0050091388,0050091388,唯一,script,对应
